address,lat,lon,source,raw_json
日本、〒399-8301 長野県安曇野市穂高有明７３６６−１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8301 長野県安曇野市穂高有明７５５３−３８,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8501 長野県北安曇郡松川村川西３３６０−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8501 長野県北安曇郡松川村 西原 3358-24 安曇野ちひろ美術館内,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8602 長野県北安曇郡池田町会染５５１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8602 長野県北安曇郡池田町会染５１５９−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8301 長野県安曇野市穂高有明８９７８−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8301 長野県安曇野市穂高有明７３９２−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8301 長野県安曇野市穂高有明７３４８−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8301 長野県安曇野市穂高有明７４０３−３０,,,nominatim,"{""note"": ""no_result""}"
日本、〒399-8501 長野県北安曇郡松川村３４０２−１４５,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8876 岐阜県岐阜市日ノ出町２丁目２,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8864 岐阜県岐阜市真砂町１２丁目６−１ ロロノアビル １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8287 岐阜県岐阜市北鶉４丁目６６−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒501-6019 岐阜県羽島郡岐南町みやまち２丁目９１ フォルテ８０８ １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8258 岐阜県岐阜市西川手６丁目４１ 41番地,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8302 岐阜県岐阜市本郷町２丁目８−２ AZUL KEYAKI 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8879 岐阜県岐阜市徹明通５丁目１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8152 岐阜県岐阜市入舟町３丁目５,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8368 岐阜県岐阜市宇佐１丁目２−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8113 岐阜県岐阜市金園町７丁目１,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8322 岐阜県岐阜市香取町２丁目22−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8362 岐阜県岐阜市西荘４丁目１４ 14番地1号,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8463 岐阜県岐阜市加納新本町３丁目１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8864 岐阜県岐阜市真砂町１０丁目１０−６ 千手堂ビル １階北,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8113 岐阜県岐阜市金園町５丁目８ 岐阜梅林郵便局,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8164 岐阜県岐阜市鶴田町３丁目１８ ｺｰﾅﾝ岐阜店 ﾍﾟｯﾄﾌﾟﾗｻﾞｺｰﾅ,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8441 岐阜県岐阜市城東通５丁目３５,,,nominatim,"{""note"": ""no_result""}"
日本、〒500-8281 岐阜県岐阜市東鶉３丁目１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0039 愛知県小牧市外堀２丁目１８３,,,nominatim,"{""note"": ""no_result""}"
日本、〒482-0032 愛知県岩倉市井上町井出北４７４,,,nominatim,"{""note"": ""no_result""}"
日本、〒482-0042 愛知県岩倉市中本町南加路桶２０−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0031 愛知県小牧市若草町８８,,,nominatim,"{""note"": ""no_result""}"
日本、〒482-0034 愛知県岩倉市石仏町長福寺１５０−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0049 愛知県小牧市山北町６１,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0023 愛知県小牧市北外山７３６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0072 愛知県小牧市元町１丁目32−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒482-0042 愛知県岩倉市中本町古市場５１−１ プリーマ千代鶴 1B,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0041 愛知県小牧市小牧１丁目５０７,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-0139 愛知県丹羽郡大口町奈良子１丁目２４５,,,nominatim,"{""note"": ""no_result""}"
日本、〒482-0033 愛知県岩倉市神野町川添６３２,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0041 愛知県小牧市小牧４丁目２７１,,,nominatim,"{""note"": ""no_result""}"
日本、〒485-0084 愛知県小牧市入鹿出新田４８１,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0015 愛知県名古屋市緑区篠の風１丁目９１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0003 愛知県名古屋市緑区黒沢台５丁目１２０８ 黒沢台ビル 101,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0848 愛知県名古屋市緑区水広３丁目３０７,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-0162 愛知県愛知郡東郷町春木涼松１８３−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0031 愛知県名古屋市天白区高宮町１０１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0817 愛知県名古屋市緑区諸の木３丁目２２５,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0024 愛知県名古屋市天白区大根町６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0055 愛知県名古屋市天白区池場３丁目２０８,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0020 愛知県名古屋市天白区平針南１丁目２０１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0024 愛知県名古屋市天白区大根町４６ 天白ハイツ 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0021 愛知県名古屋市緑区滝ノ水４丁目１１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0022 愛知県名古屋市天白区高島１丁目１８０４,,,nominatim,"{""note"": ""no_result""}"
日本、〒458-0022 愛知県名古屋市緑区小坂２丁目２１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒468-0026 愛知県名古屋市天白区土原４丁目,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-0162 愛知県愛知郡東郷町春木音貝１０７,,,nominatim,"{""note"": ""no_result""}"
日本、〒501-1303 岐阜県揖斐郡揖斐川町谷汲長瀬１２７２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒501-1205 岐阜県本巣市曽井中島180 番地,,,nominatim,"{""note"": ""no_result""}"
日本、〒501-1303 岐阜県揖斐郡揖斐川町谷汲長瀬１７２４−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-0202 愛知県みよし市三好丘２丁目２−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-0344 愛知県豊田市保見町南山２６３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-0101 愛知県日進市三本木町福池５１０−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-1103 愛知県長久手市岩作三ケ峯２−３４６,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0839 静岡県静岡市葵区鷹匠３丁目１０−１８ ｃａｆｅ ａｎｎａ,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0839 静岡県静岡市葵区鷹匠３丁目１０−２ 志村ビル 2階(201,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0839 静岡県静岡市葵区鷹匠２丁目３−２ サンシティ鷹匠,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0911 静岡県静岡市葵区瀬名１丁目７−７４ きこり,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0835 静岡県静岡市葵区横田町１３−１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0881 静岡県静岡市葵区北安東５丁目３２−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0839 静岡県静岡市葵区鷹匠２丁目１−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0838 静岡県静岡市葵区相生町１０−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0846 静岡県静岡市葵区城東町６１−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0913 静岡県静岡市葵区瀬名川３丁目２１−１１ やまと動物病院瀬名病院,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0839 静岡県静岡市葵区鷹匠３丁目２−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0816 静岡県静岡市葵区沓谷６丁目５−５ パンダ,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0882 静岡県静岡市葵区安東１丁目１−４ ワンズ・ワン,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0923 静岡県静岡市葵区川合１丁目１−５８,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0885 静岡県静岡市葵区大岩町１０−１７ マンションＩＴＯ,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0937 静岡県静岡市葵区唐瀬２丁目１０−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0882 静岡県静岡市葵区安東３丁目３−３３,,,nominatim,"{""note"": ""no_result""}"
日本、〒422-8008 静岡県静岡市駿河区栗原１９−１９,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0934 静岡県静岡市葵区岳美５−２３−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0916 静岡県静岡市葵区瀬名中央４丁目２−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0804 静岡県静岡市葵区竜南２丁目２−２６,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0803 静岡県静岡市葵区千代田２丁目１−１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒420-0923 静岡県静岡市葵区川合１丁目９−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒436-0104 静岡県掛川市平島１０９５−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒436-0335 静岡県掛川市大和田８４,,,nominatim,"{""note"": ""no_result""}"
日本、〒436-0342 静岡県掛川市上西郷５１７４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0047 静岡県浜松市中央区原島町５７６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0054 静岡県浜松市中央区早出町１２４５−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒430-0907 静岡県浜松市中区高林４丁目４−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒433-8122 静岡県浜松市中央区上島１丁目１３−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0051 静岡県浜松市中央区市野町２７４４,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0052 静岡県浜松市中央区天王町１８０２,,,nominatim,"{""note"": ""no_result""}"
日本、〒431-3122 静岡県浜松市中央区有玉南町４８５−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒433-8121 静岡県浜松市中央区萩丘１丁目１６−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒433-8122 静岡県浜松市中央区上島６丁目２−３４,,,nominatim,"{""note"": ""no_result""}"
日本、〒430-0906 静岡県浜松市中央区住吉２丁目２−２２,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0053 静岡県浜松市中央区上新屋町２００−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒433-8122 静岡県浜松市中央区上島４丁目７−６ TuscanyVillasC,,,nominatim,"{""note"": ""no_result""}"
日本、〒431-3122 静岡県浜松市中央区有玉南町７５８−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0056 静岡県浜松市中央区小池町１５８０ 遠鉄ハイツ自校駅ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒431-3126 静岡県浜松市中央区有玉台１丁目１４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0056 静岡県浜松市中央区小池町１３０３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0053 静岡県浜松市中央区上新屋町２２９−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒435-0046 静岡県浜松市中央区丸塚町５２１−２７,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0034 愛知県名古屋市守山区四軒家２丁目５０３ 扶桑ビル 1ーC,,,nominatim,"{""note"": ""no_result""}"
日本、〒465-0091 愛知県名古屋市名東区よもぎ台２丁目６０５,,,nominatim,"{""note"": ""no_result""}"
日本、〒465-0031 愛知県名古屋市名東区富が丘３１−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒465-0032 愛知県名古屋市名東区藤が丘１３２ マーサ藤が丘,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0042 愛知県名古屋市守山区野萩町７−２０,,,nominatim,"{""note"": ""no_result""}"
日本、〒464-0003 愛知県名古屋市千種区新西１丁目１−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0036 愛知県名古屋市守山区向台２丁目７０６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒465-0021 愛知県名古屋市名東区猪子石１丁目４０１ 庄中第三ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒488-0822 愛知県尾張旭市緑町緑ケ丘１８３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-1165 愛知県長久手市鴨田１０１,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0005 愛知県名古屋市守山区川東山,,,nominatim,"{""note"": ""no_result""}"
日本、〒488-0825 愛知県尾張旭市東山町２丁目15−３０,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0011 愛知県名古屋市守山区小幡北山２７５９,,,nominatim,"{""note"": ""no_result""}"
日本、〒488-0839 愛知県尾張旭市渋川町３丁目,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0057 愛知県名古屋市守山区中新６−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒464-0015 愛知県名古屋市千種区富士見台４丁目９３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒463-0046 愛知県名古屋市守山区苗代１丁目５−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒464-0005 愛知県名古屋市千種区千代が丘３−８ 2階,,,nominatim,"{""note"": ""no_result""}"
日本、〒465-0008 愛知県名古屋市名東区猪子石原３丁目２３０５−４,,,nominatim,"{""note"": ""no_result""}"
"日本、〒464-0007 愛知県名古屋市千種区竹越２丁目９−３ マリオン竹越ビル 1,2F",,,nominatim,"{""note"": ""no_result""}"
日本、〒488-0826 愛知県尾張旭市大塚町３丁目１−２９,,,nominatim,"{""note"": ""no_result""}"
日本、〒488-0817 愛知県尾張旭市西大道町八瀬の木前４２２８−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒456-0058 愛知県名古屋市熱田区六番２丁目８−３２,,,nominatim,"{""note"": ""no_result""}"
日本、〒455-0016 愛知県名古屋市港区河口町１−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0835 愛知県名古屋市南区西又兵ヱ町１丁目４９−４９,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0015 愛知県名古屋市南区岩戸町１９−１６ 金しゃちホーム 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒456-0033 愛知県名古屋市熱田区花表町１７−２１０３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒456-0053 愛知県名古屋市熱田区一番２丁目８−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒455-0064 愛知県名古屋市港区本宮町８丁目２３,,,nominatim,"{""note"": ""no_result""}"
日本、〒455-0008 愛知県名古屋市港区九番町５丁目２−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒455-0032 愛知県名古屋市港区入船１丁目７−７ ラ・クレアシオン １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0863 愛知県名古屋市南区豊２丁目２２−７ プレスイン豊,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0862 愛知県名古屋市南区内田橋１丁目４−２７ ストーク内田橋 １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0841 愛知県名古屋市南区豊田１丁目３−１０ マルタカホーム,,,nominatim,"{""note"": ""no_result""}"
日本、〒467-0831 愛知県名古屋市瑞穂区惣作町２丁目１６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0856 愛知県名古屋市南区南陽通６丁目１−３３,,,nominatim,"{""note"": ""no_result""}"
日本、〒457-0862 愛知県名古屋市南区内田橋１丁目６−２０,,,nominatim,"{""note"": ""no_result""}"
日本、〒455-0035 愛知県名古屋市港区熱田前新田中川西２８５,,,nominatim,"{""note"": ""no_result""}"
生片山-６３-2 生路 東浦町 知多郡 愛知県 470-2104 日本,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-2203 愛知県知多郡阿久比町板山川向１１０−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-2103 愛知県知多郡東浦町石浜芦間６４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-2105 愛知県知多郡東浦町藤江大坪58−２ ピボット東浦駅前コートA107,,,nominatim,"{""note"": ""no_result""}"
日本、〒475-0004 愛知県半田市上池町３丁目２５−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-2203 愛知県知多郡阿久比町板山北反田１４−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒470-2105 愛知県知多郡東浦町藤江三丁１０８,,,nominatim,"{""note"": ""no_result""}"
日本、〒487-0033 愛知県春日井市岩成台９丁目１−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒507-0046 岐阜県多治見市廿原町４７０−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒487-0011 愛知県春日井市中央台７丁目8−２５,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-0304 愛知県春日井市神屋町１７７６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒487-0005 愛知県春日井市押沢台４丁目８−２７,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-0303 愛知県春日井市明知町８０９,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-0305 愛知県春日井市坂下町２丁目１０６０−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒480-0304 愛知県春日井市神屋町２２９８−５０４,,,nominatim,"{""note"": ""no_result""}"
日本、〒443-0047 愛知県蒲郡市西迫町荒子７１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒444-0124 愛知県額田郡幸田町深溝西池田２８,,,nominatim,"{""note"": ""no_result""}"
日本、〒443-0059 愛知県蒲郡市本町１４−２４,,,nominatim,"{""note"": ""no_result""}"
日本、〒443-0045 愛知県蒲郡市旭町１４−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0101 三重県津市白塚町９１８−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0002 三重県津市島崎町285番地 285ビルヂング 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0125 三重県津市大里窪田町８４７−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0062 三重県津市観音寺町４４６−７５,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0003 三重県津市桜橋３丁目４２７,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0125 三重県津市大里窪田町１０４５,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0103 三重県津市栗真中山町２６０−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0102 三重県津市栗真町屋町８０９−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0063 三重県津市渋見町５５４−３８,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0102 三重県津市栗真町屋町７９１,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0002 三重県津市島崎町２５６,,,nominatim,"{""note"": ""no_result""}"
日本、〒514-0101 三重県津市白塚町５２３８−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-0845 三重県松阪市伊勢寺町,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-0845 三重県松阪市伊勢寺町５５１−３ 松阪農業公園ベルファーム 農家市場内,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-0833 三重県松阪市西野町３１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-0845 三重県松阪市伊勢寺町４１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-2409 三重県松阪市嬉野滝之川町１０２,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-2409 三重県松阪市嬉野滝之川町,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-2522 三重県津市一志町波瀬３９４６−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒516-1301 三重県度会郡南伊勢町道方３７０,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0047 滋賀県大津市浜大津５丁目１−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0031 滋賀県大津市尾花川１３−３０ １３−３０ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0021 滋賀県大津市二本松１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0811 滋賀県大津市由美浜５,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0024 滋賀県大津市松山町１３−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0004 滋賀県大津市見世１丁目１１−２６,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0037 滋賀県大津市御陵町６−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0801 滋賀県大津市におの浜３丁目５−４１,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0047 滋賀県大津市浜大津３丁目８−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0043 滋賀県大津市中央４丁目７−２４,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0004 滋賀県大津市見世１丁目２０−２３,,,nominatim,"{""note"": ""no_result""}"
日本、〒520-0047 滋賀県大津市浜大津３丁目５−２３ マンション グレース 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒529-1841 滋賀県甲賀市信楽町上朝宮２７５−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒518-0007 三重県伊賀市服部町２９１−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒518-0007 三重県伊賀市服部町字高羽根２９１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒518-0203 三重県伊賀市勝地１８５２−６３,,,nominatim,"{""note"": ""no_result""}"
日本、〒515-2623 三重県津市白山町上ノ村２０８０,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-8417 京都府京都市左京区浄土寺西田町１１５−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8204 京都府京都市北区紫竹高縄町７０−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0866 京都府京都市左京区下鴨東森ケ前町１９ カーサ下鴨,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8134 京都府京都市北区出雲路立テ本町94,,,nominatim,"{""note"": ""no_result""}"
日本、〒602-0841 京都府京都市上京区梶井町４４７−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8143 京都府京都市北区小山上総町１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-8085 京都府京都市左京区修学院中林町３２−６８,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0812 京都府京都市左京区下鴨上川原町４４,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0841 京都府京都市左京区下鴨南芝町５１−１ ソレイユ北山 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-8307 京都府京都市左京区吉田上阿達町３７−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8201 京都府京都市北区紫竹桃ノ本町２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0031 京都府京都市左京区岩倉南桑原町１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8112 京都府京都市北区小山元町４７−４ 山内ビル 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8175 京都府京都市北区紫野下鳥田町,,,nominatim,"{""note"": ""no_result""}"
日本、〒602-0029 京都府京都市上京区室町通上立売上る室町頭町２８０ 上 立売上ル室町頭町280,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8412 京都府京都市北区紫竹下竹殿町２９−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0862 京都府京都市左京区下鴨本町７,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8203 京都府京都市北区紫竹東高縄町３９−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8133 京都府京都市北区出雲路松ノ下町,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0955 京都府京都市左京区松ケ崎雲路町１２−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8054 京都府京都市北区上賀茂桜井町６７,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8821 京都府京都市北区西賀茂柿ノ木町２４,,,nominatim,"{""note"": ""no_result""}"
日本、〒602-8474 京都府京都市上京区上善寺町１１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8425 京都府京都市北区紫竹下緑町７７,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8035 京都府京都市中京区新京極通三条下る桜之町３９８ ＳＭＪ三条共同ビル 2階,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8032 京都府京都市中京区河原町通三条下ル山崎町2丁目２５６ リジョーネビル 4階,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8032 京都府京都市中京区山崎町２５６ リジョーネビル3階,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8426 京都府京都市中京区西ノ京船塚町10番地,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8326 京都府京都市北区北野下白梅町４４−１ ｃａｓｓｉａ １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8444 京都府京都市中京区西ノ京月輪町２８−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8244 京都府京都市北区紫野東蓮台野町１０−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8326 京都府京都市北区北野下白梅町５５−３ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒602-8073 京都府京都市上京区頭町,,,nominatim,"{""note"": ""no_result""}"
日本、〒603-8115 京都府京都市北区紫竹下本町２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0831 京都府京都市左京区下鴨北園町１１−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8404 京都府京都市中京区聚楽廻東町１７−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-8316 京都府京都市左京区吉田二本松町,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8215 京都府京都市中京区蛸薬師通新町西入不動町１８１,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-0827 京都府京都市中京区高倉通り二条下る松屋町,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8093 京都府京都市中京区松下町１３０,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-0924 京都府京都市中京区一之船入町５３７−３１ リベルタス御池,,,nominatim,"{""note"": ""no_result""}"
日本、〒606-0816 京都府京都市左京区下鴨松ノ木町32,,,nominatim,"{""note"": ""no_result""}"
日本、〒600-8266 京都府京都市下京区上之町416番地2 HOTEL SUN CHLORELLA １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒604-8853 京都府京都市中京区壬生東淵田町５−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒615-8017 京都府京都市西京区桂河田町１５１,,,nominatim,"{""note"": ""no_result""}"
日本、〒601-8113 京都府京都市南区上鳥羽南苗代町１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒615-0807 京都府京都市右京区西京極東大丸町３４,,,nominatim,"{""note"": ""no_result""}"
日本、〒601-8103 京都府京都市南区上鳥羽仏現寺町１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒600-8357 京都府京都市下京区柿本町５８２−３,,,nominatim,"{""note"": ""no_result""}"
